Ligand	Receptor	Score
ERBB3	VAV2	1
ERBB3	DAPP1	1
ERBB3	JAK2	1
ERBB3	BCAR3	1
ERBB3	PIK3R3	1
ERBB3	AKT1	1
ERBB3	ZAP70	1
ERBB3	SHC1	1
ERBB3	PTK2B	1
ERBB3	CRK	1
ERBB3	PIK3R1	1
ERBB3	HRAS	1
ERBB3	PA2G4	1
ERBB3	SH2B3	1
ERBB3	SH2D1A	1
ERBB3	MYC	1
ERBB3	CD82	1
ERBB3	MAP2K1	1
ERBB3	RGS4	1
ERBB3	RNF41	1
ERBB3	TNS3	1
ERBB3	NRAS	1
ERBB3	ODF2L	1
ERBB3	MAPK8	1
ERBB3	NRG2	1
ERBB3	GRB2	1
ERBB3	CHN2	1
ERBB3	RIN1	1
ERBB3	CRKL	1
ERBB3	PIK3CD	1
ERBB3	JAK3	1
ERBB3	NF2	1
ERBB3	ERBB4	1
ERBB3	KRAS	1
ERBB3	PIK3CG	1
ERBB3	PIK3CB	1
ERBB3	PTPN11	1
ERBB3	VAV3	1
ERBB3	TNS4	1
ERBB3	ITK	1
ERBB3	SHC4	1
ERBB3	EGF	1
ERBB3	ANXA1	1
ERBB3	AREG	1
ERBB3	DAB1	1
ERBB3	HNRNPH1	1
ERBB3	PIK3R2	1
ERBB3	NCK1	1
ERBB3	SHC3	1
ERBB3	AGTR2	1
ERBB3	SOS1	1
ERBB3	PIK3CA	1
ERBB3	SYK	1
ERBB3	TXK	1
ERBB3	ZNF24	1
ERBB3	SPARC	1
ERBB3	RASA1	1
ERBB3	DOCK7	1
ERBB3	TNS2	1
ERBB3	CSPG5	1
IL21	BCL2L11	1
IL21	STAT3	1
IL21	TLR4	1
IL21	AICDA	1
IL21	IGF1	1
IL21	CCL20	1
IL21	IL15	1
IL4	MMP3	1
IL4	LTA	1
IL4	MAPK14	1
IL4	PLCG1	1
IL4	IL1B	1
IL4	ICAM1	1
IL4	IL6	1
IL4	TNFRSF17	1
IL4	CCR3	1
IL4	JUN	1
IL4	CCND1	1
IL4	IL2RA	1
IL4	IDO1	1
IL4	STAT3	1
IL4	HGF	1
IL4	LGALS3	1
IL4	NELFCD	1
IL4	FCER2	1
IL4	MYOG	1
IL4	CBL	1
IL4	NFKB1	1
IL4	SHC1	1
IL4	IFNG	1
IL4	IL2	1
IL4	PIK3R1	1
IL4	IL12B	1
IL4	SERPINB2	1
IL4	CSF3	1
IL4	IL3	1
IL4	PTPN1	1
IL4	IL12RB2	1
IL4	AICDA	1
IL4	STAT6	1
IL4	PTGS2	1
IL4	ALOX15	1
IL4	CXCR4	1
IL4	RPA1	1
IL4	VCAM1	1
IL4	MLC1	1
IL4	MS4A2	1
IL4	KLK3	1
IL4	CCL23	1
IL4	TGFB1	1
IL4	GATA1	1
IL4	TGFB2	1
IL4	CASP3	1
IL4	IFNA13	1
IL4	IL12RB1	1
IL4	PIK3CG	1
IL4	MUC5AC	1
IL4	TSLP	1
IL4	ETS1	1
IL4	RAF1	1
IL4	CCL26	1
IL4	TNFRSF11B	1
IL4	TIMP1	1
IL4	ANPEP	1
IL4	SLC25A6	1
IL4	STAT5A	1
IL4	HIF1A	1
IL4	GALNT1	1
IL4	CLEC4G	1
IL4	IRF4	1
IL4	SPARCL1	1
IL4	PPARG	1
IL4	CSF2	1
IL4	PIK3CA	1
IL4	NOS2	1
IL4	TNFSF11	1
IL4	SELP	1
IL4	NFE2	1
IL4	MORF4L1	1
IL4	IL12A	1
IL4	CYP2E1	1
IL4	FOXP3	1
IL4	CXCL2	1
IL4	AR	1
IL4	TYK2	1
IL10	CD14	1
IL10	SCGB3A2	1
IL10	CD40	1
IL10	F3	1
IL10	IL1B	1
IL10	MAPK1	1
IL10	ICAM1	1
IL10	EPO	1
IL10	CCR1	1
IL10	DCN	1
IL10	IL1RN	1
IL10	IFNG	1
IL10	VEGFA	1
IL10	CSF2	1
IL10	PIK3CA	1
IL10	NOS2	1
IL10	CSF1	1
IL10	IRF6	1
IL10	HCRT	1
IL10	GNG8	1
IL10	CXCL8	1
IL10	IL11	1
IL10	MAP3K5	1
IL10	LY96	1
IL10	STAT1	1
IL10	IL1A	1
IL10	CCL2	1
IL10	STAT3	1
IL10	TFRC	1
IL10	NELFCD	1
IL10	FOSB	1
IL10	PTGS2	1
IL10	NFKB1	1
IL10	AIF1	1
PPIA	CRK	1
PPIA	CXCL8	1
PPIA	AIFM1	1
PPIA	MAPK3	1
PPIA	CXCR4	1
IFNG	CXCL10	1
IFNG	CCL17	1
IFNG	DKC1	1
IFNG	HLA-A	1
IFNG	CX3CL1	1
IFNG	PAK1	1
IFNG	LTA	1
IFNG	IL23R	1
IFNG	IL1B	1
IFNG	PSMB10	1
IFNG	ICAM1	1
IFNG	MUC1	1
IFNG	TXN	1
IFNG	MDM1	1
IFNG	CAMK2D	1
IFNG	IL6	1
IFNG	EPRS1	1
IFNG	XDH	1
IFNG	PRKAB1	1
IFNG	TNF	1
IFNG	KLF4	1
IFNG	SPP1	1
IFNG	FAS	1
IFNG	LOX	1
IFNG	BACE1	1
IFNG	TNFSF13B	1
IFNG	TAP1	1
IFNG	CXCL16	1
IFNG	PSME2	1
IFNG	IL4I1	1
IFNG	CD274	1
IFNG	S100B	1
IFNG	TNFRSF14	1
IFNG	CCNA2	1
IFNG	PTGES3	1
IFNG	CCL5	1
IFNG	CTSL	1
IFNG	TP53	1
IFNG	PLAAT4	1
IFNG	PLA2G6	1
IFNG	GCH1	1
IFNG	IL1A	1
IFNG	CEACAM1	1
IFNG	IDO1	1
IFNG	STAT3	1
IFNG	HGF	1
IFNG	SLC26A3	1
IFNG	GRIA1	1
IFNG	TFRC	1
IFNG	IL7	1
IFNG	IL17A	1
IFNG	CBL	1
IFNG	FBP1	1
IFNG	JAK2	1
IFNG	NFKB1	1
IFNG	RFX5	1
IFNG	CD74	1
IFNG	HLA-E	1
IFNG	IRF2	1
IFNG	PTX3	1
IFNG	CXCL9	1
IFNG	HSP90AA1	1
IFNG	IGF2	1
IFNG	EP300	1
IFNG	CXCL12	1
IFNG	PIK3R1	1
IFNG	IFNAR1	1
IFNG	MAP3K1	1
IFNG	MAP3K11	1
IFNG	TGFA	1
IFNG	VLDLR	1
IFNG	MMP13	1
IFNG	LGALS9	1
IFNG	CSF3	1
IFNG	YBX1	1
IFNG	MAP3K5	1
IFNG	IL3	1
IFNG	PIGR	1
IFNG	IFNAR2	1
IFNG	KLRD1	1
IFNG	CDKN1A	1
IFNG	STAR	1
IFNG	CIITA	1
IFNG	IL4	1
IFNG	RB1	1
IFNG	STAT6	1
IFNG	WARS1	1
IFNG	PTGS2	1
IFNG	CALM1	1
IFNG	ERBB2	1
IFNG	CALM3	1
IFNG	HSPB2	1
IFNG	VCAM1	1
IFNG	CEACAM7	1
IFNG	HAMP	1
IFNG	CD40LG	1
IFNG	ATM	1
IFNG	CTSK	1
IFNG	TYMS	1
IFNG	CASP8	1
IFNG	TGFB1	1
IFNG	CAMK2G	1
IFNG	PSME1	1
IFNG	CCL3	1
IFNG	CTSB	1
IFNG	IL15	1
IFNG	TJP1	1
IFNG	IL10	1
IFNG	TGFB2	1
IFNG	CASP3	1
IFNG	IFNA13	1
IFNG	PIK3CG	1
IFNG	STAT1	1
IFNG	FCGR1A	1
IFNG	EIF4E	1
IFNG	AIRE	1
IFNG	RAF1	1
IFNG	CCL1	1
IFNG	CTSS	1
IFNG	CAMK2B	1
IFNG	S100A10	1
IFNG	ANXA2	1
IFNG	GBP1	1
IFNG	ANPEP	1
IFNG	GABRQ	1
IFNG	STAT5A	1
IFNG	CD40	1
IFNG	CFH	1
IFNG	IL18	1
IFNG	EPO	1
IFNG	KRT1	1
IFNG	PPARG	1
IFNG	PAPPA	1
IFNG	TLR4	1
IFNG	PIK3CA	1
IFNG	NOS2	1
IFNG	PSMB8	1
IFNG	CDKN1B	1
IFNG	CSF1	1
IFNG	PLD1	1
IFNG	EIF4B	1
IFNG	FST	1
IFNG	LPL	1
IFNG	CXCL8	1
IFNG	RIGI	1
IFNG	SMAD7	1
IFNG	PSMB9	1
IFNG	CAMK2A	1
IFNG	PTGS1	1
IFNG	CCL2	1
IFNG	GLB1	1
IFNG	IFNB1	1
IFNG	TPO	1
IFNG	FASLG	1
IFNG	B2M	1
IFNG	CYP2E1	1
IFNG	TERT	1
IFNG	FGF9	1
IFNG	CCR6	1
IFNG	SNX8	1
CD40	RTEL1	1
CD40	SPRYD7	1
CD40	STAT5A	1
CD40	IRF1	1
CD40	MAPK8	1
CD40	RPA1	1
CD40	MAP2K4	1
CD40	MAPK14	1
CD40	PLCG1	1
CD40	AKT1	1
CD40	MAPK1	1
CD40	ICAM1	1
CD40	IL6	1
CD40	CD83	1
CD40	IFNG	1
CD40	IL2	1
CD40	EP300	1
CD40	FAS	1
CD40	BTK	1
CD40	MAP3K1	1
CD40	IL15	1
CD40	CDK6	1
CD40	CLLU1-AS1	1
CD40	DCSTAMP	1
CD40	PLCG2	1
CD40	IL10	1
CD40	TANK	1
CD40	CLLU1	1
CD40	MAPK9	1
CD40	APC	1
CD40	MAPK3	1
CD40	TP53	1
CD40	TRAF2	1
CD40	MAPK11	1
CD40	MAP4K4	1
CD40	RCBTB1	1
CD40	TRAF3	1
CD40	MAPK10	1
CD40	CCL2	1
CD40	IL7	1
CD40	SETDB2	1
CD40	NFKB1	1
CD40LG	CD47	1
CD40LG	STAT5A	1
CD40LG	MAPK8	1
CD40LG	HLA-DQB1	1
CD40LG	VCAM1	1
CD40LG	MAP2K4	1
CD40LG	F3	1
CD40LG	MAPK14	1
CD40LG	IGHM	1
CD40LG	AKT1	1
CD40LG	ICAM1	1
CD40LG	CD83	1
CD40LG	IRF4	1
CD40LG	VEGFA	1
CD40LG	IL2	1
CD40LG	CSF2	1
CD40LG	PIK3CA	1
CD40LG	MAP3K1	1
CD40LG	SUCLA2	1
CD40LG	CXCL8	1
CD40LG	MAPK9	1
CD40LG	CCR2	1
CD40LG	TP53	1
CD40LG	CD80	1
CD40LG	TSLP	1
CD40LG	MAPK11	1
CD40LG	MAP4K4	1
CD40LG	RFXANK	1
CD40LG	MAPK10	1
CD40LG	CCL2	1
CD40LG	CD4	1
CD40LG	APP	1
CD40LG	BIRC2	1
CD40LG	LY9	1
CD40LG	PTGS2	1
CD40LG	C3	1
F2	CPB2	1
F2	PROC	1
F2	PCID2	1
F2	PAK1	1
F2	CEBPB	1
F2	F13B	1
F2	AKT1	1
F2	EDNRA	1
F2	MSN	1
F2	VASP	1
F2	F9	1
F2	LRP1	1
F2	FGB	1
F2	PLAT	1
F2	SNAP23	1
F2	PRKCD	1
F2	RGS18	1
F2	FGG	1
F2	F8	1
F2	PLAU	1
F2	CTTN	1
F2	NFKBIA	1
F2	PTK2	1
F2	GSK3B	1
F2	NOS3	1
F2	PFN1	1
F2	ZYX	1
F2	PRKD1	1
F2	ANGPT1	1
F2	F5	1
F2	PTPN11	1
F2	FGA	1
F2	F13A1	1
F2	GNAI1	1
F2	VWF	1
F2	PLCB1	1
F2	IGFBP3	1
F2	SDC4	1
F2	ANGPT2	1
F2	CDH5	1
F2	MTOR	1
F2	HSPB1	1
F2	PPP1R12A	1
F2	F11	1
F2	GP5	1
F2	PROS1	1
F2	CXCR4	1
FASLG	MAP2K4	1
FASLG	AKT1	1
FASLG	MAP2K6	1
FASLG	CHUK	1
FASLG	CXCL8	1
FASLG	SMPD1	1
FASLG	EGFR	1
FASLG	BID	1
FASLG	CASP7	1
FASLG	IKBKG	1
FASLG	IKBKB	1
FASLG	MAP2K3	1
FASLG	FOSB	1
FASLG	MAP2K7	1
FASLG	NFKB1	1
FASLG	CD28	1
IL2	DKC1	1
IL2	IRF1	1
IL2	MAPK14	1
IL2	IL1B	1
IL2	MAPK1	1
IL2	MBP	1
IL2	TRIM28	1
IL2	IL6	1
IL2	TNFRSF4	1
IL2	ODC1	1
IL2	DOCK2	1
IL2	DOK2	1
IL2	PSMA5	1
IL2	ALPK3	1
IL2	CCR3	1
IL2	PTGES3	1
IL2	JUN	1
IL2	SMPD1	1
IL2	MAPK11	1
IL2	SERPINB3	1
IL2	IDO1	1
IL2	CD4	1
IL2	STAT3	1
IL2	TNFRSF18	1
IL2	IL7	1
IL2	FCER2	1
IL2	MTOR	1
IL2	CHAT	1
IL2	CBL	1
IL2	CD28	1
IL2	UGCG	1
IL2	MAP2K2	1
IL2	MUC3A	1
IL2	SOCS1	1
IL2	AKT1	1
IL2	HSP90AA1	1
IL2	TNFRSF1A	1
IL2	SHC1	1
IL2	TNFRSF9	1
IL2	IFNG	1
IL2	CRK	1
IL2	PRKCZ	1
IL2	IKZF3	1
IL2	CXCL12	1
IL2	DLL1	1
IL2	HRAS	1
IL2	SAMHD1	1
IL2	CCR5	1
IL2	SGK1	1
IL2	IL3	1
IL2	MYC	1
IL2	MAP2K1	1
IL2	NFATC2	1
IL2	GNLY	1
IL2	IL4	1
IL2	SCT	1
IL2	STAT6	1
IL2	IL9	1
IL2	NRAS	1
IL2	NMI	1
IL2	MAPK8	1
IL2	CD9	1
IL2	IL27RA	1
IL2	PRF1	1
IL2	SGMS1	1
IL2	GRB2	1
IL2	TGFB1	1
IL2	CRKL	1
IL2	ARL4C	1
IL2	IL4R	1
IL2	RHOA	1
IL2	DPP4	1
IL2	BCL2L1	1
IL2	PCNA	1
IL2	GAB2	1
IL2	IFNA13	1
IL2	KRAS	1
IL2	PIK3CG	1
IL2	MAPK3	1
IL2	ALPK1	1
IL2	STAT1	1
IL2	CES1	1
IL2	RAF1	1
IL2	LBR	1
IL2	HYAL1	1
IL2	FOSB	1
IL2	NME2P1	1
IL2	C3	1
IL2	STAT5A	1
IL2	BCR	1
IL2	FOXO3	1
IL2	SOS1	1
IL2	CD83	1
IL2	CSF2	1
IL2	CCND3	1
IL2	PTPN6	1
IL2	GZMB	1
IL2	PRKCE	1
IL2	MAPK9	1
IL2	IRS1	1
IL2	SOCS3	1
IL2	CCL2	1
IL2	RPS6KB1	1
IL2	TERT	1
IL2	PRKCB	1
IL2	FOXP3	1
IL2	ITGAM	1
IL2	IL5	1
LAMA1	ITGA11	1
LAMA1	RAC1	1
LAMA1	AKT1	1
LAMA1	SHC1	1
LAMA1	ITGA5	1
LAMA1	SOS1	1
LAMA1	GRB2	1
LAMA1	ITGB5	1
LAMA1	BIRC5	1
LAMA1	SRC	1
LAMA1	CRKL	1
LAMA1	PIK3CA	1
LAMA1	PIK3R1	1
LAMA1	ITGB7	1
LAMA1	RHOA	1
LAMA1	ITGB3	1
LAMA1	CDC42	1
LAMA1	ITGB6	1
LAMA1	ITGA4	1
LAMA1	CTTN	1
LAMA1	CASP3	1
LAMA1	ITGA10	1
LAMA1	ITGA2B	1
LAMA1	PRNP	1
LAMA1	ITGA8	1
LAMA1	CASP7	1
LAMA1	DPF2	1
LAMA2	ITGA11	1
LAMA2	RAC1	1
LAMA2	AKT1	1
LAMA2	ITGA5	1
LAMA2	ITGB5	1
LAMA2	PIK3CA	1
LAMA2	PIK3R1	1
LAMA2	ITGB7	1
LAMA2	RHOA	1
LAMA2	ITGB3	1
LAMA2	CDC42	1
LAMA2	ITGB6	1
LAMA2	ITGA4	1
LAMA2	CTTN	1
LAMA2	ITGA10	1
LAMA2	ITGA2B	1
LAMA2	PRNP	1
LAMA2	ITGA8	1
LAMA3	ITGA11	1
LAMA3	RAC1	1
LAMA3	AKT1	1
LAMA3	ITGA5	1
LAMA3	ITGB5	1
LAMA3	PIK3CA	1
LAMA3	PIK3R1	1
LAMA3	ITGB7	1
LAMA3	RHOA	1
LAMA3	ITGB3	1
LAMA3	CDC42	1
LAMA3	ITGB6	1
LAMA3	ITGA4	1
LAMA3	CTTN	1
LAMA3	ITGA10	1
LAMA3	ITGA2B	1
LAMA3	PRNP	1
LAMA3	ITGA8	1
LAMA4	ITGA11	1
LAMA4	RAC1	1
LAMA4	AKT1	1
LAMA4	ITGA5	1
LAMA4	ITGB5	1
LAMA4	PIK3CA	1
LAMA4	PIK3R1	1
LAMA4	ITGB7	1
LAMA4	RHOA	1
LAMA4	ITGB3	1
LAMA4	CDC42	1
LAMA4	ITGB6	1
LAMA4	ITGA4	1
LAMA4	CTTN	1
LAMA4	ITGA10	1
LAMA4	ITGA2B	1
LAMA4	PRNP	1
LAMA4	ITGA8	1
LAMA5	ITGA11	1
LAMA5	RAC1	1
LAMA5	AKT1	1
LAMA5	ITGA5	1
LAMA5	ITGB5	1
LAMA5	PIK3CA	1
LAMA5	PIK3R1	1
LAMA5	ITGB7	1
LAMA5	RHOA	1
LAMA5	ITGB3	1
LAMA5	CDC42	1
LAMA5	ITGB6	1
LAMA5	ITGA4	1
LAMA5	CTTN	1
LAMA5	CD151	1
LAMA5	ITGA10	1
LAMA5	ITGA2B	1
LAMA5	PRNP	1
LAMA5	ITGA8	1
LAMB1	ITGA11	1
LAMB1	RAC1	1
LAMB1	UBB	1
LAMB1	AKT1	1
LAMB1	ITGA5	1
LAMB1	ITGB5	1
LAMB1	PIK3CA	1
LAMB1	PIK3R1	1
LAMB1	ITGB7	1
LAMB1	RHOA	1
LAMB1	ITGB3	1
LAMB1	CDC42	1
LAMB1	ITGB6	1
LAMB1	ITGA4	1
LAMB1	CTTN	1
LAMB1	CD151	1
LAMB1	ITGA10	1
LAMB1	ITGA2B	1
LAMB1	PRNP	1
LAMB1	ITGA8	1
LAMB2	ITGA11	1
LAMB2	RAC1	1
LAMB2	AKT1	1
LAMB2	ITGA5	1
LAMB2	ITGB5	1
LAMB2	PIK3CA	1
LAMB2	PIK3R1	1
LAMB2	ITGB7	1
LAMB2	RHOA	1
LAMB2	ITGB3	1
LAMB2	CDC42	1
LAMB2	ITGB6	1
LAMB2	ITGA4	1
LAMB2	CTTN	1
LAMB2	CD151	1
LAMB2	ITGA10	1
LAMB2	ITGA2B	1
LAMB2	PRNP	1
LAMB2	ITGA8	1
LAMB3	ITGA11	1
LAMB3	RAC1	1
LAMB3	AKT1	1
LAMB3	ITGA5	1
LAMB3	ITGB5	1
LAMB3	PIK3CA	1
LAMB3	PIK3R1	1
LAMB3	ITGB7	1
LAMB3	RHOA	1
LAMB3	ITGB3	1
LAMB3	CDC42	1
LAMB3	ITGB6	1
LAMB3	ITGA4	1
LAMB3	CTTN	1
LAMB3	ITGA10	1
LAMB3	ITGA2B	1
LAMB3	PRNP	1
LAMB3	ITGA8	1
LAMB4	ITGA11	1
LAMB4	AKT1	1
LAMB4	ITGA5	1
LAMB4	ITGB5	1
LAMB4	PIK3CA	1
LAMB4	PIK3R1	1
LAMB4	ITGB7	1
LAMB4	RHOA	1
LAMB4	ITGB3	1
LAMB4	ITGB6	1
LAMB4	ITGA4	1
LAMB4	ITGA10	1
LAMB4	ITGA2B	1
LAMB4	ITGA8	1
LAMC1	ITGA11	1
LAMC1	RAC1	1
LAMC1	AKT1	1
LAMC1	ITGA5	1
LAMC1	ITGB5	1
LAMC1	PIK3CA	1
LAMC1	PIK3R1	1
LAMC1	ITGB7	1
LAMC1	RHOA	1
LAMC1	ITGB3	1
LAMC1	CDC42	1
LAMC1	ITGB6	1
LAMC1	ITGA4	1
LAMC1	CTTN	1
LAMC1	ITGA10	1
LAMC1	ITGA2B	1
LAMC1	PRNP	1
LAMC1	ITGA8	1
LAMC2	ITGA11	1
LAMC2	RAC1	1
LAMC2	AKT1	1
LAMC2	ITGA5	1
LAMC2	ITGB5	1
LAMC2	PIK3CA	1
LAMC2	PIK3R1	1
LAMC2	ITGB7	1
LAMC2	RHOA	1
LAMC2	ITGB3	1
LAMC2	CDC42	1
LAMC2	ITGB6	1
LAMC2	ITGA4	1
LAMC2	CTTN	1
LAMC2	ITGA10	1
LAMC2	ITGA2B	1
LAMC2	PRNP	1
LAMC2	ITGA8	1
LAMC3	ITGA11	1
LAMC3	RAC1	1
LAMC3	AKT1	1
LAMC3	ITGA5	1
LAMC3	ITGB5	1
LAMC3	PIK3CA	1
LAMC3	PIK3R1	1
LAMC3	ITGB7	1
LAMC3	RHOA	1
LAMC3	ITGB3	1
LAMC3	CDC42	1
LAMC3	ITGB6	1
LAMC3	ITGA4	1
LAMC3	CTTN	1
LAMC3	ITGA10	1
LAMC3	ITGA2B	1
LAMC3	PRNP	1
LAMC3	ITGA8	1
PRL	STAT5A	1
PRL	IRF1	1
PRL	LIPE	1
PRL	HLA-DQB2	1
PRL	AKT1	1
PRL	CTNNB1	1
PRL	MAPK1	1
PRL	ICAM1	1
PRL	ESR1	1
PRL	CSN2	1
PRL	SSTR5	1
PRL	ODC1	1
PRL	PC	1
PRL	CRH	1
PRL	NFKB1	1
PRL	NEK3	1
PRL	CHIT1	1
PRL	CCL20	1
PRL	HSF1	1
PRL	LPL	1
PRL	FGF2	1
PRL	JAK1	1
PRL	ECM1	1
PRL	EGFR	1
PRL	IRS1	1
PRL	PTPN11	1
PRL	SOCS3	1
PRL	EIF4EBP1	1
PRL	VIP	1
PRL	EEF2	1
PRL	TPH1	1
PRL	IDO1	1
PRL	RAF1	1
PRL	RPS6KB1	1
PRL	MTOR	1
PRL	FOSB	1
PRL	IGF1R	1
S100A4	MMP13	1
S100A4	MYO5B	1
S100A4	MYH1	1
S100A4	AKT1	1
S100A4	MYO5C	1
S100A4	TP53	1
S100A4	MDM2	1
SFN	MAP2K2	1
SFN	YWHAB	1
SFN	TP63	1
SFN	FOXO3	1
SFN	FOXO1	1
SFN	YWHAE	1
SFN	CCNB3	1
SFN	WWTR1	1
SFN	AKT1S1	1
SFN	YWHAQ	1
SFN	YAP1	1
SFN	SNAI1	1
SFN	YWHAH	1
SFN	MAP3K5	1
SFN	YWHAG	1
SFN	MMP1	1
SFN	BAD	1
SFN	BCL2L11	1
SFN	GRB10	1
SFN	HDAC5	1
SFN	MAP2K1	1
SFN	FOXO6	1
SFN	KHSRP	1
SFN	YWHAZ	1
SFN	FOXO4	1
SFN	RASSF1	1
TGFBI	ALPP	1
TGFBI	PARD6A	1
TGFBI	AKT1S1	1
TGFBI	TGFB1	1
PLAT	MMP9	1
PLAT	PRKCE	1
PLAT	IL2	1
PLAT	SERPINE1	1
PLAT	SYN1	1
PLAT	MAPK3	1
PLAT	AKT2	1
PLAT	MAPK1	1
PLAT	PLG	1
PLAT	BCL2L1	1
PLAT	CCND1	1
PLAT	MMP1	1
PLAT	TGM1	1
PLAT	FN1	1
MDK	ITGB2	1
MDK	VEGFA	1
MDK	RBM39	1
MDK	CXCL2	1
PTN	CTTN	1
PTN	TGFB1	1
PTN	PTK2	1
PTN	SRC	1
IL12B	ALOX12B	1
IL12B	STAT5A	1
IL12B	ITGA3	1
IL12B	IL1B	1
IL12B	CXCL9	1
IL12B	LCK	1
IL12B	CD3E	1
IL12B	IL6	1
IL12B	TBX21	1
IL12B	IFNG	1
IL12B	EOMES	1
IL12B	MPO	1
IL12B	PIK3CA	1
IL12B	NOS2	1
IL12B	IL19	1
IL12B	PIK3R1	1
IL12B	TNF	1
IL12B	RELA	1
IL12B	CCL3	1
IL12B	GADD45B	1
IL12B	GZMB	1
IL12B	STAT4	1
IL12B	CXCL1	1
IL12B	CCR5	1
IL12B	NFKBIA	1
IL12B	GZMA	1
IL12B	GADD45G	1
IL12B	FOS	1
IL12B	STAT1	1
IL12B	CCL2	1
IL12B	CD4	1
IL12B	FASLG	1
IL12B	STAT3	1
IL12B	IL24	1
IL12B	STAT6	1
IL12B	IL1R1	1
IL12B	CCL4L1	1
IL12B	JAK2	1
IL12B	NFKB1	1
IL23A	ALOX12B	1
IL23A	STAT5A	1
IL23A	ITGA3	1
IL23A	IL1B	1
IL23A	CXCL9	1
IL23A	CD3E	1
IL23A	IL6	1
IL23A	IFNG	1
IL23A	MPO	1
IL23A	PIK3CA	1
IL23A	NOS2	1
IL23A	IL19	1
IL23A	PIK3R1	1
IL23A	TNF	1
IL23A	RELA	1
IL23A	STAT4	1
IL23A	CXCL1	1
IL23A	NFKBIA	1
IL23A	PITRM1	1
IL23A	STAT1	1
IL23A	CCL2	1
IL23A	CD4	1
IL23A	STAT3	1
IL23A	IL24	1
IL23A	IL17A	1
IL23A	NFKB1	1
CSF2	MCL1	1
CSF2	CYREN	1
CSF2	MMP9	1
CSF2	STAT5A	1
CSF2	CD1A	1
CSF2	ITGAL	1
CSF2	TLR2	1
CSF2	MMP14	1
CSF2	IL1B	1
CSF2	MAPK1	1
CSF2	ICAM1	1
CSF2	CCR1	1
CSF2	EPO	1
CSF2	CPE	1
CSF2	PPARG	1
CSF2	IL2	1
CSF2	MPO	1
CSF2	PRKACA	1
CSF2	PRKACB	1
CSF2	CD1C	1
CSF2	CSF1	1
CSF2	NFKB1	1
CSF2	STRAP	1
CSF2	TNF	1
CSF2	TNFSF11	1
CSF2	ALOX5	1
CSF2	PRKACG	1
CSF2	CEACAM5	1
CSF2	PLAU	1
CSF2	JAK1	1
CSF2	CXCL8	1
CSF2	PIK3CG	1
CSF2	MAPK3	1
CSF2	SMAD7	1
CSF2	PLA2G4A	1
CSF2	BAX	1
CSF2	CDH11	1
CSF2	PLA2G7	1
CSF2	MMP1	1
CSF2	CD86	1
CSF2	BAD	1
CSF2	CCL2	1
CSF2	STAT3	1
CSF2	MAP2K1	1
CSF2	SPI1	1
CSF2	LGALS3	1
CSF2	FLT1	1
CSF2	FCER2	1
CSF2	JAK2	1
CSF2	COL11A2	1
CSF2	NCF1	1
CSF2	HDC	1
IL13	ELN	1
IL13	SOCS1	1
IL13	MAPK1	1
IL13	CCL11	1
IL13	MUC1	1
IL13	VEGFA	1
IL13	TGFB1	1
IL13	CXCL12	1
IL13	NOS2	1
IL13	CCL3	1
IL13	JAK3	1
IL13	PRKCD	1
IL13	RHOA	1
IL13	ALOX5	1
IL13	CXCL8	1
IL13	MUC5AC	1
IL13	PLA2G4A	1
IL13	STAT1	1
IL13	CCL2	1
IL13	ALPP	1
IL13	STAT3	1
IL13	TNFRSF11B	1
IL13	IL4	1
IL13	STAT6	1
IL13	PTGS2	1
IL13	NFKB1	1
GNLY	ALPK1	1
GNLY	C3	1
BMP1	COL5A1	1
BMP1	ALPP	1
BMP1	HMBOX1	1
BMP1	COL7A1	1
BMP1	TNC	1
BMP1	DSPP	1
BMP1	CDKN1A	1
BMP1	PPP1R1B	1
BMP1	COL1A1	1
BMP1	SPP1	1
BMP1	BMP7	1
BMP1	SMAD1	1
BMP1	COL5A2	1
FGFR2	EPHA4	1
FGFR2	PIK3R5	1
FGFR2	PLCG1	1
FGFR2	MAPK1	1
FGFR2	CTNNB1	1
FGFR2	GAB1	1
FGFR2	ROS1	1
FGFR2	ITGB4	1
FGFR2	SPP1	1
FGFR2	CTTN	1
FGFR2	NFATC4	1
FGFR2	PTK2	1
FGFR2	JUN	1
FGFR2	FOS	1
FGFR2	CSDE1	1
FGFR2	ALPP	1
FGFR2	FGFR1	1
FGFR2	RUVBL2	1
FGFR2	CBL	1
FGFR2	PIK3R3	1
FGFR2	NUDT4	1
FGFR2	CSDC2	1
FGFR2	SOS2	1
FGFR2	ITGA5	1
FGFR2	PGR	1
FGFR2	PTK2B	1
FGFR2	CRK	1
FGFR2	PIK3R1	1
FGFR2	SMAD4	1
FGFR2	BCL3	1
FGFR2	SDCBP	1
FGFR2	GRAPL	1
FGFR2	ZNF784	1
FGFR2	TCF3	1
FGFR2	PKM	1
FGFR2	MMP9	1
FGFR2	ESR1	1
FGFR2	MYRF	1
FGFR2	GRB2	1
FGFR2	CD44	1
FGFR2	OAS1	1
FGFR2	PIK3CD	1
FGFR2	MTA1	1
FGFR2	PLAU	1
FGFR2	CEP250	1
FGFR2	PIK3CG	1
FGFR2	PIK3CB	1
FGFR2	FRS2	1
FGFR2	MAPK3	1
FGFR2	CACNA1D	1
FGFR2	PTPN11	1
FGFR2	STAT1	1
FGFR2	TOX	1
